,Specialty,Specialty Code HBP 2.0,Package Code HBP 1.0,Package Code HBP 2.0,AB PM - JAY  Package Name,Procedure Code HBP 2.0,AB PM - JAY  Procedure Name,Procedure Price
331,Medical Oncology,MO,New Package,MO029,CT for B - Cell NHL - High Grade (Except Burkitt's & PCNSL),MO029A,R - CEOP,"26,200"
332,Medical Oncology,MO,New Package,MO029,CT for B - Cell NHL - High Grade (Except Burkitt's & PCNSL),MO029B,R - CHOP,"27,000"
333,Medical Oncology,MO,New Package,MO030,CT for High - Grade NHL - B Cell,MO030A,Rituxmab + Dexamethasone +  High Dose Cytarabine + Cisplatin,"34,900"
334,Medical Oncology,MO,New Package,MO031,CT for Relapsed B - Cell NHL - High Grade (Except Burkitt's & PCNSL),MO031A,GDP - R,"35,300"
335,Medical Oncology,MO,New Package,MO031,CT for Relapsed B - Cell NHL - High Grade (Except Burkitt's & PCNSL),MO031B,ICE - R,"31,900"
336,Medical Oncology,MO,New Package,MO032,CT for PMBCL / Burkitt's Lymphoma /  Seropositive  B - Cell NHLR,MO032A,EPOCH,"31,700"
337,Medical Oncology,MO,New Package,MO033,CT for Burkitt's NHL,MO033A,"Codox - M - IVAC / GMALL / BFM / Hyper CVAD                        34,500",
338,Medical Oncology,MO,New Package,MO034,CT for Low Grade B - Cell NHL,MO034A,Bendamustine + Rituximab,"30,700"
339,Medical Oncology,MO,New Package,MO034,CT for Low Grade B - Cell NHL,MO034B,Lenalidomide + Rituximab,"27,500"
340,Medical Oncology,MO,New Package,MO035,CT for Low Grade NHL,MO035A,Rituximab,"24,800"
341,Medical Oncology,MO,New Package,MO035,CT for Low Grade NHL,MO035B,Rituximab + Cyclophosphamide + Vincristine +  Prednisolone,"25,800"
342,Medical Oncology,MO,New Package,MO036,CT for Chronic Lymphocytic Leukemia,MO036A,Fludarabine + Cyclophosphamide,"18,100"
343,Medical Oncology,MO,New Package,MO036,CT for Chronic Lymphocytic Leukemia,MO036B,Rituxmab + Chlorambucil,"24,900"
344,Medical Oncology,MO,New Package,MO036,CT for Chronic Lymphocytic Leukemia,MO036C,Rituximab + Fludarabine + Cyclophosphamide,"40,700"
345,Medical Oncology,MO,New Package,MO036,CT for Chronic Lymphocytic Leukemia,MO036D,Lenalidomide,"4,800"
346,Medical Oncology,MO,New Package,MO037,CT for Peripheral T - Cell Lymphoma,MO037A,CHOEP,"5,000"
347,Medical Oncology,MO,New Package,MO037,CT for Peripheral T - Cell Lymphoma,MO037B,CHOP,"4,000"
348,Medical Oncology,MO,New Package,MO037,CT for Peripheral T - Cell Lymphoma,MO037C,SMILE,"19,300"
349,Medical Oncology,MO,New Package,MO038,CT for NK - T Cell Lymphoma,MO038A,GELOX,"18,900"
350,Medical Oncology,MO,New Package,MO038,CT for NK - T Cell Lymphoma,MO038B,LVP,"7,600"
351,Medical Oncology,MO,New Package,MO039,CT for Hodgkin's Lymphoma,MO039A,COPP,"3,600"
352,Medical Oncology,MO,New Package,MO039,CT for Hodgkin's Lymphoma,MO039B,ABVD,"10,200"
353,Medical Oncology,MO,New Package,MO039,CT for Hodgkin's Lymphoma,MO039C,AEVD,"10,200"
354,Medical Oncology,MO,New Package,MO040,CT for Relapsed Hodgkin Lymphoma,MO040A,ICE,"9,700"
355,Medical Oncology,MO,New Package,MO040,CT for Relapsed Hodgkin Lymphoma,MO040B,MINE,"9,700"
356,Medical Oncology,MO,New Package,MO040,CT for Relapsed Hodgkin Lymphoma,MO040C,PTCL - GDP,"12,500"
357,Medical Oncology,MO,New Package,MO041,CT for Relapsed NHL & HL,MO041A,DHAP,"11,500"
358,Medical Oncology,MO,New Package,MO042,CT for MM / Amyloidosis / POEMS,MO042A,LD,"6,000"
359,Medical Oncology,MO,New Package,MO042,CT for MM / Amyloidosis / POEMS,MO042B,POM DEX,"6,800"
360,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043A,CTD,"4,000"
361,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043B,MPT,"4,100"
362,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043C,VCD,"14,600"
363,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043D,VD,"13,300"
364,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043E,VMP,"12,600"
365,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043F,VRD,"17,800"
366,Medical Oncology,MO,New Package,MO043,CT for MM / Amyloidosis,MO043G,VTD,"15,000"
367,Medical Oncology,MO,New Package,MO044,CT for Chronic Myeloid Leukemia,MO044A,Imatinib,"19,400"
368,Medical Oncology,MO,New Package,MO045,CT for Myeloproliferative Neoplasm,MO045A,Hydroxurea,"2,200"
369,Medical Oncology,MO,New Package,MO046,CT for Acute Myeloid Leukemia,MO046A,Consolidation,"60,000"
370,Medical Oncology,MO,New Package,MO046,CT for Acute Myeloid Leukemia,MO046B,Induction,"96,000"
371,Medical Oncology,MO,New Package,MO047,CT for Acute Lymphoblastic Leukemia,MO047A,"Consolidation  (Phase II, CNS Therapy Reinduction)","160,000"
372,Medical Oncology,MO,New Package,MO047,CT for Acute Lymphoblastic Leukemia,MO047B,Induction,"80,000"
373,Medical Oncology,MO,New Package,MO047,CT for Acute Lymphoblastic Leukemia,MO047C,Maintenance,"4,000"
374,Medical Oncology,MO,New Package,MO048,CT for Lymphoblastic Lymphoma,MO048A,"Consolidation  (Phase II, CNS Therapy Reinduction)","160,000"
375,Medical Oncology,MO,New Package,MO048,CT for Lymphoblastic Lymphoma,MO048B,Induction,"80,000"
376,Medical Oncology,MO,New Package,MO048,CT for Lymphoblastic Lymphoma,MO048C,Maintenance,"4,000"
377,Medical Oncology,MO,New Package,MO049,CT for Acute Promyelocytic Leukemia (High Risk),MO049A,High Risk Consolidation,"32,000"
378,Medical Oncology,MO,New Package,MO049,CT for Acute Promyelocytic Leukemia (High Risk),MO049B,High Risk Induction,"96,000"
379,Medical Oncology,MO,New Package,MO049,CT for Acute Promyelocytic Leukemia (High Risk),MO049C,High Risk Maintenance,"8,000"
380,Medical Oncology,MO,New Package,MO050,CT for Acute Promyelocytic Leukemia (Low Risk),MO050A,Low Risk Consolidation,"12,000"
381,Medical Oncology,MO,New Package,MO050,CT for Acute Promyelocytic Leukemia (Low Risk),MO050B,Low Risk Induction,"80,000"
382,Medical Oncology,MO,New Package,MO051,Febrile Neutopenia,MO051A,First Line Antibiotics,"28,000"
383,Medical Oncology,MO,New Package,MO051,Febrile Neutopenia,MO051B,Second Line Antibiotics and Antifungals,"60,000"
384,Medical Oncology,MO,New Package,MO052,Chemotherapy Complications - Tumor Lysis  Syndrome,MO052A,Chemotherapy Complications - Tumor Lysis  Syndrome,"24,000"
385,Medical Oncology,MO,New Package,MO053,Granulocyte Colony Stimulating Factor Use,MO053A,Granulocyte Colony Stimulating Factor Use,"12,800"
386,Medical Oncology,MO,New Package,MO054,CT for Langerhans Cell Histiocytosis,MO054A,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Induction),"22,400"
387,Medical Oncology,MO,New Package,MO054,CT for Langerhans Cell Histiocytosis,MO054B,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Maintenance),"17,000"
388,Medical Oncology,MO,New Package,MO055,CT for Low Grade Glioma,MO055A,Vincristine + Carboplatin,"5,600"
389,Medical Oncology,MO,New Package,MO055,CT for Low Grade Glioma,MO055B,Vinblastin,"1,900"
390,Medical Oncology,MO,New Package,MO056,CT for Medulloblastoma  / Brain PNET,MO056A,PACKER,"4,900"
391,Medical Oncology,MO,New Package,MO056,CT for Medulloblastoma / CNS PNET,MO056B,CET,"8,300"
392,Medical Oncology,MO,New Package,MO057,CT for Neuroblastoma,MO057A,Cabroplatin + Etoposide + Cyclophosphamide +  Doxorubicin,"7,900"
393,Medical Oncology,MO,New Package,MO057,CT for Neuroblastoma,MO057B,RAPID COJEC,"6,800"
394,Medical Oncology,MO,New Package,MO057,CT for Neuroblastoma,MO057C,RETINOID,"2,000"
395,Medical Oncology,MO,New Package,MO058,CT for Retinoblastoma,MO058A,JOE / COPE,"7,100"
396,Medical Oncology,MO,New Package,MO059,CT for Rhabdomyosarcoma,MO059A,VCD,"4,800"
397,Medical Oncology,MO,New Package,MO059,CT for Rhabdomyosarcoma,MO059B,VIE,"16,200"
398,Medical Oncology,MO,New Package,MO060,CT for Relapse Rhabdomyosarcoma,MO060A,VTC + VAC,"12,200"
399,Medical Oncology,MO,New Package,MO061,CT for Wilms Tumor,MO061A,VINC + ACTIN. D,"3,000"
400,Medical Oncology,MO,New Package,MO061,CT for Wilms Tumor,MO061B,VINC + ACTIN. D + DOX,"4,200"
401,Medical Oncology,MO,New Package,MO061,CT for Wilms Tumor,MO061C,Cyclo + Dox + Etop + Vinc + Actino . D,"12,300"
402,Medical Oncology,MO,New Package,MO062,CT for Pediatric Acute Lymphoblastic Leukemia,MO062A,"Consolidation  (Phase II, CNS Therapy Reinduction)","208,600"
403,Medical Oncology,MO,New Package,MO062,CT for Pediatric Acute Lymphoblastic Leukemia,MO062B,Induction,"72,000"
404,Medical Oncology,MO,New Package,MO062,CT for Pediatric Acute Lymphoblastic Leukemia,MO062C,Maintenance,"2,500"
405,Medical Oncology,MO,New Package,MO063,CT for Pediatric Lymphoblastic Lymphoma,MO063A,"Consolidation  (Phase II, CNS Therapy Reinduction)","208,600"
406,Medical Oncology,MO,New Package,MO063,CT for Pediatric Lymphoblastic Lymphoma,MO063B,Induction,"72,000"
407,Medical Oncology,MO,New Package,MO063,CT for Pediatric Lymphoblastic Lymphoma,MO063C,Maintenance,"2,500"
408,Medical Oncology,MO,New Package,MO064,CT for Pediatric Acute Myeloid Leukemia,MO064A,Consolidation - High Dose Cytarabine,"57,600"
409,Medical Oncology,MO,New Package,MO064,CT for Pediatric Acute Myeloid Leukemia,MO064B,Induction,"94,400"
410,Medical Oncology,MO,New Package,MO064,CT for Pediatric Acute Myeloid Leukemia,MO064C,Induction,"92,800"
411,Medical Oncology,MO,New Package,MO065,CT for Pediatric Acute Promyelocytic Leukemia,MO065A,Consolidation,"36,800"
412,Medical Oncology,MO,New Package,MO065,CT for Pediatric Acute Promyelocytic Leukemia,MO065B,Induction,"97,600"
413,Medical Oncology,MO,New Package,MO065,CT for Pediatric Acute Promyelocytic Leukemia,MO065C,Maintenance,"39,300"
414,Medical Oncology,MO,New Package,MO066,CT for Pediatric Hodgkins Lymphoma,MO066A,COPDAC,"7,800"
415,Medical Oncology,MO,New Package,MO066,CT for Pediatric Hodgkins Lymphoma,MO066B,OPEA,"13,000"
416,Medical Oncology,MO,New Package,MO067,CT for Pediatric Hodgkins Lymphoma Relapse,MO067A,ICE,"21,500"
417,Medical Oncology,MO,New Package,MO067,CT for Pediatric Hodgkins Lymphoma Relapse,MO067B,DECA,"17,800"
418,Medical Oncology,MO,New Package,MO067,CT for Pediatric Hodgkins Lymphoma Relapse,MO067C,IGVD,"34,000"
419,Medical Oncology,MO,New Package,MO068,CT for Pediatric Non Hodgkins Lymphoma,MO068A,LMB 89 - 96 - Consolidation,"33,500"
420,Medical Oncology,MO,New Package,MO068,CT for Pediatric Non Hodgkins Lymphoma,MO068B,LMB 89 - 96 - Induction - COPADAM,"33,100"
421,Medical Oncology,MO,New Package,MO068,CT for Pediatric Non Hodgkins Lymphoma,MO068C,LMB 89 - 96 - Maintenance,"15,400"
422,Medical Oncology,MO,New Package,MO068,CT for Pediatric Non Hodgkins Lymphoma,MO068D,MCP - 842,"13,200"
423,Medical Oncology,MO,New Package,MO069,PEDIATRIC-GCT/JEB,MO069A,PEDIATRIC-GCT/JEB,"10,000"
424,Medical Oncology,MO,New Package,MO070,CT for Pediatric Hepatoblastoma,MO070A,Carboplatin + Cisplatin + Doxorubicin,"4,900"
425,Medical Oncology,MO,New Package,MO070,CT for Pediatric Hepatoblastoma,MO070B,Cisplatin,"5,600"
426,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071A,Docetaxel,"16,200"
427,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071B,Erlotinib,"13,000"
428,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071C,Gefitnib,"11,000"
429,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071D,Paclitaxel + Carboplatin,"15,100"
430,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071E,Pemetrexed + Carboplatin,"10,000"
431,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071F,Topotecan,"24,600"
432,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071G,Docetaxel,"14,600"
433,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071H,Etoposide + Carboplatin,"7,100"
434,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071I,Etoposide + Cisplatin,"5,500"
435,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071J,Gemcitabine,"8,900"
436,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071K,Gemcitabine + Carboplatin,"14,300"
437,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071L,Gemcitabine + Cisplatin,"11,100"
438,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071M,Paclitaxel,"5,800"
439,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071N,Paclitaxel,"12,000"
440,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071O,Paclitaxel + Carboplatin,"7,900"
441,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071P,Paclitaxel + Cisplatin,"13,500"
442,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071Q,Pemetrexed + Cisplatin,"9,200"
443,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071R,Pemetrexed,"7,600"
444,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071S,Vinorelbine + Carboplatin,"22,800"
445,Medical Oncology,MO,New Package,MO071,CT for CA Lung,MO071T,Vinorelbine + Cisplatin,"20,600"
446,Pediatric Medical  Management,MP,M200009,MP001,Febrile seizures / other seizures,MP001A,Febrile seizures,"1,800"
447,Pediatric Medical  Management,MP,New Package,MP001,Febrile seizures / other seizures,MP001B,Flury of seizures,"1,800"
448,"Pediatric Medical  Management, General  Medicine",MP,M200050,MP001,Febrile seizures / other seizures,MP001C,Neurocysticercosis,"1,800"
449,Pediatric Medical  Management,MP,New Package,MP001,Febrile seizures / other seizures,MP001D,Epilepsy,"1,800"
450,"Pediatric Medical  Management, General  Medicine",MP,M200010,MP002,Epileptic encephalopathy,MP002A,Epileptic encephalopathy,"1,800"
451,"Pediatric Medical  Management, General  Medicine",MP,M200090,MP003,Acute encephalitis,MP003A,Infectious -  uncomplicated,"1,800"
452,"Pediatric Medical  Management, General  Medicine",MP,M200090,MP003,Acute encephalitis,MP003B,Immune-mediated - uncomplicated,"1,800"
453,"Pediatric Medical  Management, General  Medicine",MP,M200078,MP004,Acute encephalitis syndrome,MP004A,Acute encephalitis syndrome,"1,800"
454,"Pediatric Medical  Management, General  Medicine",MP,M200048,MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005A,Acute meningo encephalitis,"1,800"
455,Pediatric Medical  Management,MP,M200012,MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005B,Aseptic meningitis,"1,800"
456,"Pediatric Medical  Management, General  Medicine",MP,M200027,MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005C,Febrile encephalopathy,"1,800"
457,Pediatric Medical  Management,MP,M200097,MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005D,Hypertensive encehalopathy,"1,800"
458,"Pediatric Medical  Management, General  Medicine",MP,"M200058, M100041",MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005E,Metabolic encephalopathy,"1,800"
459,"Pediatric Medical  Management, General  Medicine",MP,M200094,MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005F,Hepatic encephalopathy,"1,800"
460,Pediatric Medical  Management,MP,New Package,MP005,Acute meningo encephalitis / aseptic meningitis /  febrile encephalopathy / hypertensive encehalopathy  / metabolic encephalopathy / hepatic  encephalopathy / brain abcess,MP005G,Brain abcess,"1,800"
461,"Pediatric Medical  Management, General  Medicine",MP,"M200049, M100034",MP006,Meningitis,MP006A,Chronic meningitis,"1,800"
462,"Pediatric Medical  Management, General  Medicine",MP,M200027,MP006,Meningitis,MP006B,Partially treated pyogenic meningitis,"1,800"
463,"Pediatric Medical  Management, General  Medicine",MP,M200035,MP006,Meningitis,MP006C,Neuro tuberculosis,"1,800"
464,"Pediatric Medical  Management, General  Medicine",MP,M200095,MP006,Meningitis,MP006D,Complicated bacterial meningitis,"1,800"
465,"Pediatric Medical  Management, General  Medicine",MP,"M200012, M100034",MP006,Meningitis,MP006E,Acute meningitis,"1,800"
466,"Pediatric Medical  Management, General  Medicine",MP,M200011,MP007,Optic neuritis,MP007A,Optic neuritis,"1,800"
467,Pediatric Medical  Management,MP,M200096,MP008,Medical Management for Raised intracranial  pressure,MP008A,After Decompressive craniotomy / After Shunt procedure / After other emergency neuro surgical procedures / For ICP monitoring,"1,800"
468,Pediatric Medical  Management,MP,M200093,MP009,Intracranial hemorrhage,MP009A,Intracranial hemorrhage,"1,800"
469,"Pediatric Medical  Management, General  Medicine",MP,M200084,MP010,Intracranial space occupying lesion,MP010A,Intracranial space occupying lesion,"1,800"
470,"Pediatric Medical  Management, General  Medicine",MP,M200050,MP011,Intracranial ring enhancing lesion with  complication (tuberculoma),MP011A,Intracranial ring enhancing lesion with  complication (tuberculoma),"1,800"
471,"Pediatric Medical  Management, General  Medicine",MP,M200092,MP012,Cerebral herniation,MP012A,Cerebral herniation,"1,800"
472,"Pediatric Medical  Management, General  Medicine",MP,M200053,MP013,Acute neuroregression / Acute worsening in neuro  metabolic and neurodegenerative conditions,MP013A,Acute neuroregression / Acute worsening in neuro  metabolic and neurodegenerative conditions,"1,800"
473,"Pediatric Medical  Management, General  Medicine",MP,M200079,MP014,Acute demyelinating myelopathy,MP014A,Acute demyelinating myelopathy,"1,800"
474,Pediatric Medical  Management,MP,M200040,MP015,Juvenile myasthenia,MP015A,Juvenile myasthenia,"1,800"
475,Pediatric Medical  Management,MP,M200056,MP016,Acute ataxia,MP016A,Acute ataxia,"1,800"
476,"Pediatric Medical  Management, General  Medicine",MP,"M100063, M200086",MP017,Acute ischemic stroke,MP017A,Acute ischemic stroke,"1,800"
477,Pediatric Medical  Management,MP,M200016,MP018,Wheezing,MP018A,Wheezing,"1,800"
478,Pediatric Medical  Management,MP,M200015,MP019,Chronic cough,MP019A,Chronic cough,"1,800"
479,"Pediatric Medical  Management, General  Medicine",MP,M200007,MP020,Acute urticaria / Anaphylaxis acute asthma,MP020A,Acute urticaria,"1,800"
480,"Pediatric Medical  Management, General  Medicine",MP,M200007,MP020,Acute urticaria / Anaphylaxis acute asthma,MP020B,Anaphylaxis acute asthma,"1,800"
481,Pediatric Medical  Management,MP,M200072,MP021,Acute abdomen,MP021A,Acute abdomen,"1,800"
482,"Pediatric Medical  Management, General  Medicine",MP,M200062,MP022,Celiac disease,MP022A,Celiac disease,"1,800"
483,"Pediatric Medical  Management, General  Medicine",MP,M200064,MP023,Unexplained hepatosplenomegaly,MP023A,Unexplained hepatosplenomegaly,"1,800"
484,Pediatric Medical  Management,MP,M200037,MP024,Infantile cholestasis,MP024A,Infantile cholestasis,"1,800"
485,"Pediatric Medical  Management, General  Medicine",MP,M200006,MP025,Acute glomerulonephritis,MP025A,Acute glomerulonephritis,"1,800"
486,"Pediatric Medical  Management, General  Medicine",MP,M200026,MP026,Nephrotic syndrome with peritonitis,MP026A,Nephrotic syndrome with peritonitis,"1,800"
487,"Pediatric Medical  Management, General  Medicine",MP,M200038,MP027,Haemolytic uremic syndrome,MP027A,Haemolytic uremic syndrome,"1,800"
488,Pediatric Medical  Management,MP,M200098,MP028,CRRT,MP028A,CRRT,"8,000"
489,Pediatric Medical  Management,MP,M200018,MP029,Global developmental delay / Intellectual disability  of unknown etiology,MP029A,Global developmental delay,"1,800"
490,Pediatric Medical  Management,MP,M200018,MP029,Global developmental delay / Intellectual disability  of unknown etiology,MP029B,Intellectual disability of unknown etiology,"1,800"
491,Pediatric Medical  Management,MP,M200020,MP030,Rickets - requiring admission for Work Up,MP030A,Rickets - requiring admission for Work Up,"1,800"
492,Pediatric Medical  Management,MP,M200029,MP031,Acute severe malnutrition,MP031A,Acute severe malnutrition,"1,800"
493,Pediatric Medical  Management,MP,M200024,MP032,Developmental and behavioral disorders,MP032A,Developmental and behavioral disorders,"1,800"
494,Pediatric Medical  Management,MP,M200022,MP033,Short stature,MP033A,Short stature,"1,800"
495,Pediatric Medical  Management,MP,M200019,MP034,Dysmorphic children,MP034A,Dysmorphic children,"1,800"
496,Pediatric Medical  Management,MP,M200052,MP035,Floppy infant,MP035A,Floppy infant,"1,800"
497,Pediatric Medical  Management,MP,M200060,MP036,Inborn errors of metabolism,MP036A,Inborn errors of metabolism,"1,800"
498,Pediatric Medical  Management,MP,M200061,MP037,Wilson’s disease,MP037A,Wilson’s disease,"1,800"
499,"Pediatric Medical  Management, General  Medicine",MP,M200047,MP038,Rheumatoid arthritis,MP038A,Rheumatoid arthritis,"1,800"
500,"Pediatric Medical  Management, General  Medicine",MP,M200046,MP039,Rheumatic fever,MP039A,Rheumatic fever,"1,800"
501,Pediatric Medical  Management,MP,M200045,MP040,Cyanotic spells,MP040A,Cyanotic spells,"1,800"
502,Pediatric Medical  Management,MP,M200045,MP040,Cyanotic spells,MP040B,Cyanotic spells with CHD,"1,800"
503,Pediatric Medical  Management,MP,M200045,MP040,Cyanotic spells,MP040C,Cyanotic spells with Chest infection,"1,800"
504,Pediatric Medical  Management,MP,M200045,MP040,Cyanotic spells,MP040D,Cyanotic spells with Sepsis,"1,800"
505,Pediatric Medical  Management,MP,M200044,MP041,Immune haemolytic anemia,MP041A,Immune haemolytic anemia,"1,800"
506,"Pediatric Medical  Management, General  Medicine",MP,M200039,MP042,Idiopathic Thrombocytopenic Purpura,MP042A,Idiopathic Thrombocytopenic Purpura,"1,800"
507,Pediatric Medical  Management,MP,M200041,MP043,Kawasaki Disease,MP043A,Kawasaki Disease,"1,800"
508,"Pediatric Medical  Management, General  Medicine",MP,M200057,MP044,Steven Johnson  syndrome,MP044A,Steven Johnson  syndrome,"1,800"
509,Pediatric Medical  Management,MP,M200013,MP045,Trauma,MP045A,Trauma,"1,800"
510,"Pediatric Medical  Management, General  Medicine",MP,M200059,MP046,Ketogenic diet initiation in refractory epilepsy,MP046A,Ketogenic diet initiation in refractory epilepsy,"1,800"
511,Radiation Oncology,MR,New Package,MR001,2D External Beam Radiotherapy (6 Fractions)  (Inclusive of Simulation & Planning Cost),MR001A,Radical,"11,000"
512,Radiation Oncology,MR,New Package,MR001,2D External Beam Radiotherapy (6 Fractions)  (Inclusive of Simulation & Planning Cost),MR001B,Adjuvant,"11,000"
513,Radiation Oncology,MR,New Package,MR001,2D External Beam Radiotherapy (6 Fractions)  (Inclusive of Simulation & Planning Cost),MR001C,Neoadjuvant,"11,000"
514,Radiation Oncology,MR,New Package,MR002,2D External Beam Radiotherapy - Palliative  (Upto 10 Fractions) (Inclusive of Simulation & Planning Cost),MR002A,Palliative,"10,000"
515,Radiation Oncology,MR,M600001,MR003,2D External Beam Radiotherapy (25 Fractions)  (Inclusive of Simulation & Planning Cost),MR003A,Radical,"20,000"
516,Radiation Oncology,MR,M600001,MR003,2D External Beam Radiotherapy (25 Fractions)  (Inclusive of Simulation & Planning Cost),MR003B,Adjuvant,"20,000"
517,Radiation Oncology,MR,M600001,MR003,2D External Beam Radiotherapy (25 Fractions)  (Inclusive of Simulation & Planning Cost),MR003C,Neoadjuvant,"20,000"
518,Radiation Oncology,MR,M600004,MR004,"Linear Accelerator, External Beam Radiotherapy  3D CRT (6 Fractions) (Inclusive of Simulation & Planning Cost)",MR004A,Radical,"21,000"
519,Radiation Oncology,MR,M600004,MR004,"Linear Accelerator, External Beam Radiotherapy  3D CRT (6 Fractions) (Inclusive of Simulation & Planning Cost)",MR004B,Adjuvant,"21,000"
520,Radiation Oncology,MR,M600004,MR004,"Linear Accelerator, External Beam Radiotherapy  3D CRT (6 Fractions) (Inclusive of Simulation & Planning Cost)",MR004C,Neoadjuvant,"21,000"
521,Radiation Oncology,MR,M600004,MR005,"Linear Accelerator, External Beam Radiotherapy  3D CRT (25 Fractions) (Inclusive of Simulation & Planning Cost)",MR005A,Radical,"40,000"
522,Radiation Oncology,MR,M600004,MR005,"Linear Accelerator, External Beam Radiotherapy  3D CRT (25 Fractions) (Inclusive of Simulation & Planning Cost)",MR005B,Adjuvant,"40,000"
523,Radiation Oncology,MR,M600004,MR005,"Linear Accelerator, External Beam Radiotherapy  3D CRT (25 Fractions) (Inclusive of Simulation & Planning Cost)",MR005C,Neoadjuvant,"40,000"
524,Radiation Oncology,MR,M600005,MR006,"Linear Accelerator, External Beam Radiotherapy  IMRT (Intensity Modulated Radiotherapy)  (20 Fractions) (Inclusive of Simulation & Planning Cost)",MR006A,Radical,"70,000"
525,Radiation Oncology,MR,M600005,MR006,"Linear Accelerator, External Beam Radiotherapy  IMRT (Intensity Modulated Radiotherapy)  (20 Fractions) (Inclusive of Simulation & Planning Cost)",MR006B,Adjuvant,"70,000"
526,Radiation Oncology,MR,M600005,MR006,"Linear Accelerator, External Beam Radiotherapy  IMRT (Intensity Modulated Radiotherapy)  (20 Fractions) (Inclusive of Simulation & Planning Cost)",MR006C,Neoadjuvant,"70,000"
527,Radiation Oncology,MR,M600005,MR007,"Linear Accelerator, External Beam Radiotherapy  IMRT (Intensity Modulated Radiotherapy)  (6 Fractions) (Inclusive of Simulation & Planning Cost)",MR007A,Radical,"42,000"
528,Radiation Oncology,MR,M600005,MR007,"Linear Accelerator, External Beam Radiotherapy  IMRT (Intensity Modulated Radiotherapy)  (6 Fractions) (Inclusive of Simulation & Planning Cost)",MR007B,Adjuvant,"42,000"
529,Radiation Oncology,MR,M600005,MR007,"Linear Accelerator, External Beam Radiotherapy  IMRT (Intensity Modulated Radiotherapy)  (6 Fractions) (Inclusive of Simulation & Planning Cost)",MR007C,Neoadjuvant,"42,000"
530,Radiation Oncology,MR,M600006,MR008,Linear Accelerator External Beam Radiotherapy   IGRT (Image Guided radiotherapy) with 3D CRT  or IMRT  (20 Fractions) (Inclusive of Simulation & Planning Cost),MR008A,Radical,"90,000"
531,Radiation Oncology,MR,M600006,MR008,Linear Accelerator External Beam Radiotherapy   IGRT (Image Guided radiotherapy) with 3D CRT  or IMRT  (20 Fractions) (Inclusive of Simulation & Planning Cost),MR008B,Adjuvant,"90,000"
532,Radiation Oncology,MR,M600006,MR008,Linear Accelerator External Beam Radiotherapy   IGRT (Image Guided radiotherapy) with 3D CRT  or IMRT  (20 Fractions) (Inclusive of Simulation & Planning Cost),MR008C,Neoadjuvant,"90,000"
533,Radiation Oncology,MR,M600006,MR009,Linear Accelerator External Beam Radiotherapy   IGRT (Image Guided radiotherapy) with 3D CRT  or IMRT  (6 Fractions) (Inclusive of Simulation & Planning Cost),MR009A,Radical,"55,000"
