,Specialty Code HBP 2.0,Specialty,Package Code HBP 2.1,AB PM - JAY  Package Name,Procedure Code HBP 2.1,AB PM - JAY  Procedure Name,Procedure Price,Stratification,Implant,Total Package Price
243,MO,Medical Oncology,MO012,CT for Metastatic Melanoma,MO012B,Temozolamide Temozolamide 200mg/m2 D1- D5 every 28 days,"23,100",NA,NA,"23,100"
244,MO,Medical Oncology,MO013,CT for Anal Cancer,MO013A,5 FU + Mitomycin C 5 FU 1000mg/m2 D1-D4 D29- D32 Mitomycin 10mg/m2 D1,"10,500",NA,NA,"10,500"
245,MO,Medical Oncology,MO013,CT for Anal Cancer,MO013B,Capecitabine + Mitomycin C Capecitabine 825mg/m2 PO  twice daily till completion of  RT Mitomycin 10mg/2 D1,"13,800",NA,NA,"13,800"
246,MO,Medical Oncology,MO013,CT for Anal Cancer,MO013C,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4  weeks,"7,600",NA,NA,"7,600"
247,MO,Medical Oncology,MO013,CT for Anal Cancer,MO013D,Carboplatin + Paclitaxel Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every  21 days,"14,900",NA,NA,"14,900"
248,MO,Medical Oncology,MO013,CT for Anal Cancer,MO013E,Cisplatin + Paclitaxel Paclitaxel 175 mg/m2 D1 Cisplatin 75mg/m2 D1 every  21 days,"13,300",NA,NA,"13,300"
249,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014A,5 FU + Leucovorin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1  every 14 days,"4,700",NA,NA,"4,700"
250,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014B,Capecitabine + Irinotecan Capecitabine 1000mg/m2 D1- D14 Irinotecan 200 mg/m2 D1  every 21 days,"12,500",NA,NA,"12,500"
251,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014C,5 FU + Leucovorin +  Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 every  14 days,"11,100",NA,NA,"11,100"
252,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014D,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Irinotecan 180mg/m2 85  mg/m2 D1 every 14 days,"8,700",NA,NA,"8,700"
253,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014E,Capecitabine + Oxaliplatin Capecitabine 1000mg/m2 D1- D14 Oxaliplatin 130 mg/m2 D1  every 21 days,"16,500",NA,NA,"16,500"
254,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014F,Capecitabine along with RT Capecitabine 825 mg/m2  twice daily,"7,200",NA,NA,"7,200"
255,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014G,Capecitabine Capecitabine 1000mg/m2 D1- D14 every 21 days,"7,300",NA,NA,"7,300"
256,MO,Medical Oncology,MO014,CT for Colorectal Cancer,MO014H,5FU + Leucovorin +  Oxaliplatin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Irinotecan 180mg/m2 every 14  days,"15,100",NA,NA,"15,100"
257,MO,Medical Oncology,MO015,CT for Esophageal Cancer,MO015A,Carboplatin + Paclitaxel Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every  21 days,"14,900",NA,NA,"14,900"
258,MO,Medical Oncology,MO015,CT for Esophageal Cancer,MO015B,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4  weeks,"9,600",NA,NA,"9,600"
259,MO,Medical Oncology,MO015,CT for Esophageal Cancer,MO015C,Cisplatin + 5 FU Cisplatin 75mg/m2 D1 D29 5FU 100mg/m2 D1-D4 D29  D32 every 35 days,"9,600",NA,NA,"9,600"
260,MO,Medical Oncology,MO015,CT for Esophageal Cancer,MO015D,Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every  week,"25,100",NA,NA,"25,100"
261,MO,Medical Oncology,MO015,CT for Esophageal Cancer,MO015E,Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every  week,"25,100",NA,NA,"25,100"
262,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016A,Cisplatin + Docetaxel Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 D1 Leucovorin 400mg/m2 D1 5FU 1000mg/m2 D1 D2 every  14 days,"12,100",NA,NA,"12,100"
263,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016B,Irinotecan Irinotecan 60- 90 mg/m2 D1  D8 every 21 days,"8,300",NA,NA,"8,300"
264,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016C,5 FU 5 FU 250 mg/m2 D1-D5 over  24 hrs every week,"8,000",NA,NA,"8,000"
265,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016D,Capecitabine Capecitabine 825 mg/m2  twice daily,"7,200",NA,NA,"7,200"
266,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016E,Capecitabine + Oxaliplatin Capecitabine 1000mg/m2 D1- D14 Oxaliplatin 130 mg/m2 D1  every 21 days,"16,500",NA,NA,"16,500"
267,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016F,Docetaxel + Cisplatin + 5 FU Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 D1 Leucovorin 400mg/m2 D1 5FU 1000mg/m2 D1 D2 every  14 days,"16,400",NA,NA,"16,400"
268,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016G,Docetaxel + Cisplatin + Xeloda Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 D1 Capecitabine 825mg/m2 twice  daily every 14 days,"19,700",NA,NA,"19,700"
269,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016H,Docetaxel + Oxaliplatin + 5 FU Docetaxel 50mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Leucovorin 400mg/m2 D1 5FU 1200mg/m2 D1 D2 every  14 days,"20,400",NA,NA,"20,400"
270,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016I,Docetaxel + Oxaliplatin +  Xeloda Docetaxel 50mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Capecitabine 825 mg/m2  Twice daily every 14 days,"24,900",NA,NA,"24,900"
271,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016J,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Irinotecan 180mg/m2 85  mg/m2 D1 every 14 days,"8,700",NA,NA,"8,700"
272,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016K,5FU + Leucovorin +  Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 every  14 days,"11,100",NA,NA,"11,100"
273,MO,Medical Oncology,MO016,CT for Esophageal / Stomach  Cancer,MO016L,Paclitaxel Paclitaxel 80mg/m2 every  week,"5,800",NA,NA,"5,800"
274,MO,Medical Oncology,MO017,CT for Hepatocellular  Carcinoma,MO017A,Doxorubicin Doxorubicin 30-75 mg/m2 one  course,"10,000",NA,NA,"10,000"
275,MO,Medical Oncology,MO017,CT for Hepatocellular  Carcinoma,MO017B,Sorafenib Sorafenib 400mg PO twice  daily,"7,400",NA,NA,"7,400"
276,MO,Medical Oncology,MO018,CT for Panceratic Cancer,MO018A,Gemcitabine + Nanopaclitaxel Gemcitabine 1000mg/m2 D1  D8 D16 Albumin bound Paclitaxel  125mg/m2 D1 D8 D15 every  28 days,"23,500",NA,NA,"23,500"
277,MO,Medical Oncology,MO018,CT for Panceratic Cancer,MO018B,Gemcitabine Gemcitabine 1000mg /m2 D1  D8 every 21 days,"9,000",NA,NA,"9,000"
278,MO,Medical Oncology,MO018,CT for Panceratic Cancer,MO018C,Gemcitabine Gemcitabine 300mg/m2  weekly,"9,000",NA,NA,"9,000"
279,MO,Medical Oncology,MO018,CT for Panceratic Cancer,MO018D,5FU + Leucovorin +  Oxaliplatin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Irinotecan 180mg/m2 every 14  days,"15,500",NA,NA,"15,500"
280,MO,Medical Oncology,MO018,CT for Panceratic Cancer,MO018E,Capecitabine Capecitabine 825 mg/m2  twice daily,"7,400",NA,NA,"7,400"
281,MO,Medical Oncology,MO018,CT for Panceratic Cancer,MO018F,Capecitabine + Gemcitabine Gemcitabine 1000mg/m2 D1  D8 D15 Capecitabine 830mg/m2 twice  daily D1-D21 every 28 days,"31,500",NA,NA,"31,500"
282,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019A,Capecitabine Capecitabine 1000 - 1250  mg/m2 twice daily D1 -D14  every 21 days,"7,300",NA,NA,"7,300"
283,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019B,Cisplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1  D8 Cisplatin 25 mg/m2 D1 D8  every 21 days,"10,900",NA,NA,"10,900"
284,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019C,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Irinotecan 180mg/m2 85  mg/m2 D1 every 14 days,"8,900",NA,NA,"8,900"
285,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019D,Gemcitabine Gemcitabine 300 mg/m2 D1  every week,"9,000",NA,NA,"9,000"
286,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019E,Gemcitabine Gemcitabine 1000mg /m2 D1  D8 every 21 days,"8,900",NA,NA,"8,900"
287,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019F,Oxaliplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 Oxaliplatin 100 mg/m2 D1  every 14 days,"17,100",NA,NA,"17,100"
288,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019G,Capecitabine + Irinotecan Capecitabine 1000mg/m2 D1- D14 Irinotecan 200 mg/m2 D1  every 21 days,"12,600",NA,NA,"12,600"
289,MO,Medical Oncology,MO019,CT for Gall Bladder Cancer /  Cholangiocarcinoma,MO019H,5FU + Leucovorin +  Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 every  14 days,"11,300",NA,NA,"11,300"
290,MO,Medical Oncology,MO020,CT for Gastointestinal stromal  tumor,MO020A,Imatinib Imatinib 400 mg once daily,"19,400",NA,NA,"19,400"
291,MO,Medical Oncology,MO020,CT for Gastointestinal stromal  tumor,MO020B,Sunitinib Sunitinb 37.5 mg once daily,"24,400",NA,NA,"24,400"
292,MO,Medical Oncology,MO021,CT for CA Brain,MO021A,Temozolamide Temozolomide 150 - 200  mg/m2 D1-D5 every 28 days,"13,000",NA,NA,"13,000"
293,MO,Medical Oncology,MO021,CT for CA Brain,MO021B,Temozolamide Temozolomide 75mg/m2 once  daily,"67,600",NA,NA,"67,600"
294,MO,Medical Oncology,MO022,CT for Mesothelioma,MO022A,Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1  D8 Cisplatin 75 mg/m2 D1 every  21 days,"11,100",NA,NA,"11,100"
295,MO,Medical Oncology,MO022,CT for Mesothelioma,MO022B,Pemetrexed + Cisplatin Pemetrexed 500mg/m2 D1 Cisplatin 75 mg/m2 D1 every  21 days,"9,200",NA,NA,"9,200"
296,MO,Medical Oncology,MO022,CT for Mesothelioma,MO022C,Pemetrexed + Carboplatin Pemetrexed 500mg/m2 D1 Carboplatin AUC 5-6 D1 every  21 days,"10,000",NA,NA,"10,000"
297,MO,Medical Oncology,MO023,CT for Thymic Carcinoma,MO023A,Cisplatin + Etoposide Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1  every 21 days,"5,300",NA,NA,"5,300"
298,MO,Medical Oncology,MO023,CT for Thymic Carcinoma,MO023B,Cisplatin + Adriamycin +  Cyclophosphamide Cisplatin 50 mg/m2 D1 Doxorubicin 50 mg/m2 D1 Cyclophosphamide 500  mg/m2 D1 every 21 days,"5,000",NA,NA,"5,000"
299,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024A,Cisplatin + Docetaxel Docetaxel 75 mg/m2 D1 Cisplatin 75 mg/m2 D1 every  21 days,"12,400",NA,NA,"12,400"
300,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024B,Cisplatin Cisplatin 100mg/m2 every 21  days,"9,800",NA,NA,"9,800"
301,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024C,Carboplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1  D8 Carboplatin AUC 5-6 D1 every  21 days,"14,300",NA,NA,"14,300"
302,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024D,Docetaxel + Cisplatin + 5 FU Docetaxel 75 mg/m2 D1 Cisplatin 75 mg/m2 D1 5 FU 750 mg/m2 D1- D5 every  21 days,"16,500",NA,NA,"16,500"
303,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024E,Docetaxel Docetaxel 20mg/m2 every  week,"15,000",NA,NA,"15,000"
304,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024F,Docetaxel Docetaxel 75 mg/m2 D1 every  21 days,"14,400",NA,NA,"14,400"
305,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024G,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 every  21 days,"7,100",NA,NA,"7,100"
306,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024H,Etoposide + Cisplatin Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1  every 21 days,"9,200",NA,NA,"9,200"
307,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024I,Gemcitabine Gemcitabine 1000 mg/m2 D1  D8 every 21 days,"9,200",NA,NA,"9,200"
308,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024J,Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1  D8 Cisplatin 75 mg/m2 D1 every  21 days,"11,100",NA,NA,"11,100"
309,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024K,Paclitaxel + Carboplatin Paclitaxel 80mg/m2 D1 Carboplatin AUC 2 D1 every  week,"7,700",NA,NA,"7,700"
310,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024L,Paclitaxel + Carboplatin Paclitaxel 175mg/m2 every 21  days,"15,100",NA,NA,"15,100"
311,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024M,Paclitaxel Paclitaxel 80mg/m2 every  week,"5,700",NA,NA,"5,700"
312,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024N,Paclitaxel Paclitaxel 175mg/m2 every 21  days,"12,200",NA,NA,"12,200"
313,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024O,Carboplatin Carboplatin AUC 2 every week,"2,400",NA,NA,"2,400"
314,MO,Medical Oncology,MO024,CT for CA Head & Neck,MO024P,Cisplatin Cisplatin 40mg/m2 every week,"2,200",NA,NA,"2,200"
315,MO,Medical Oncology,MO025,CT for Renal Cell Cancer,MO025A,Sunitinib 50 mg once daily 4 weeks on  2 weeks off,"26,400",NA,NA,"26,400"
316,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026A,Cisplatin + Methotrexate +  Vinblastin Methotrexate 30mg/m2 D1 D8 Vinblastine 4 mg/m2 D1 D8 Doxorubicin 30 mg/m2 D2 Cuisplatin 100 mg/m2 D2 Leucovorin 15 mg PO D2 D9  every 21 days,"6,000",NA,NA,"6,000"
317,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026B,Carboplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1  D8 Carboplatin AUC 5-6 D1 every  21 days,"14,300",NA,NA,"14,300"
318,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026C,Cisplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1  D8 Cisplatin 75 mg/m2 D1 every  21 days,"11,100",NA,NA,"11,100"
319,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026D,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4  weeks,"7,800",NA,NA,"7,800"
320,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026E,Cisplatin + Paclitaxel Paclitaxel 175 mg /m2 D1 Cisplatin 75 mg /m2 D1 every  21 days,"13,500",NA,NA,"13,500"
321,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026F,Docetaxel Docetaxel 75 mg/m2 D1 every  21 days,"14,400",NA,NA,"14,400"
322,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026G,Gemcitabine + Paclitaxel Gemcitabine 2500 mg/m2 D1 Paclitaxel 150 mg/m2 D1  every 14 days,"17,500",NA,NA,"17,500"
323,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026H,Gemcitabine Gemcitabine 1000mg /m2 D1  D8 every 21 days,"9,200",NA,NA,"9,200"
324,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026I,Methotrexate + Vinblastin +  Doxorubicin + Cisplatin Methotrexate 30mg/m2 D1 Vinblastine 3 mg/m2 D2 Doxorubicin 30 mg/m2 D2 Cuisplatin 70 mg/m2 D2 every  14 days,"6,600",NA,NA,"6,600"
325,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026J,Paclitaxel + Carboplatin Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every  21 days,"15,100",NA,NA,"15,100"
326,MO,Medical Oncology,MO026,CT for Ureter / Bladder /  Urethra,MO026K,Paclitaxel Paclitaxel 80 mg/m2 D1 every  week,"5,700",NA,NA,"5,700"
327,MO,Medical Oncology,MO027,CT for CA Penis,MO027A,Cisplatin + Paclitaxel Paclitaxel 175 mg/m2 D1 Cisplatin 75 mg/m2 D1 every  21 days,"13,500",NA,NA,"13,500"
328,MO,Medical Oncology,MO027,CT for CA Penis,MO027B,5 FU + Cisplatin 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4  weeks,"7,800",NA,NA,"7,800"
329,MO,Medical Oncology,MO027,CT for CA Penis,MO027C,Capecitabine Capecitabine 1000-1250  mg/m2 PO twice daily D1 - D14 every 21 days,"7,400",NA,NA,"7,400"
330,MO,Medical Oncology,MO027,CT for CA Penis,MO027D,Paclitaxel + Carboplatin Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every  21 days,"15,100",NA,NA,"15,100"
331,MO,Medical Oncology,MO027,CT for CA Penis,MO027E,Paclitaxel Paclitaxel 80 mg/m2 D1 every  week,"5,700",NA,NA,"5,700"
332,MO,Medical Oncology,MO027,CT for CA Penis,MO027F,Paclitaxel Paclitaxel 175 mg/m2 D1  every 21 days,"12,200",NA,NA,"12,200"
333,MO,Medical Oncology,MO027,CT for CA Penis,MO027G,Paclitaxel + Carboplatin Paclitaxel 80 mg/m2 D1 Carboplatin AUC 2 D1 every  week,"7,900",NA,NA,"7,900"
334,MO,Medical Oncology,MO028,CT for CA Prostate,MO028A,Docetaxel Docetaxel 60 mg/m2 D1 every  14 days,"11,700",NA,NA,"11,700"
335,MO,Medical Oncology,MO028,CT for CA Prostate,MO028B,Docetaxel Docetaxel 75 mg/m2 D1 every  21 days,"14,100",NA,NA,"14,100"
336,MO,Medical Oncology,MO028,CT for CA Prostate,MO028C,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 every  21 days,"7,100",NA,NA,"7,100"
337,MO,Medical Oncology,MO028,CT for CA Prostate,MO028D,LHRH Agonist Leuprolide 22.5 ug every 3  months,"15,300",NA,NA,"15,300"
338,MO,Medical Oncology,MO028,CT for CA Prostate,MO028E,Mitoxantrone + Prednisolone Mitoxantrone 12mg/m2 every  3 weeks Prednsiolone 10 mg daily,"4,200",NA,NA,"4,200"
339,MO,Medical Oncology,MO028,CT for CA Prostate,MO028F,Paclitaxel + Carboplatin Paclitaxel 80mg/m2 D1 Carboplatin AUC 2 D1 every  week,"7,700",NA,NA,"7,700"
340,MO,Medical Oncology,MO028,CT for CA Prostate,MO028G,Paclitaxel + Carboplatin Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every  21 days,"15,100",NA,NA,"15,100"
341,MO,Medical Oncology,MO028,CT for CA Prostate,MO028H,Docetaxel Docetaxel 20mg/m2 D1 every  week,"14,700",NA,NA,"14,700"
342,MO,Medical Oncology,MO029,CT for B - Cell NHL - High  Grade (Except Burkitt's & PCNSL),MO029A,"3 P Rituximab +  Cyclophosphamide +  Etoposide + Prednsiolone Rituximab 375mg/m2 Cyclophosphamide 750  mg/m2 Vincristine 1.4 mg/m2, on  Day1 Etoposide 65mg/m2 Day 1 to  rednisolone 100 mg Day 1-5 Total 6 cycles, repeat 21 days","26,200",NA,NA,"26,200"
343,MO,Medical Oncology,MO029,CT for B - Cell NHL - High  Grade (Except Burkitt's & PCNSL),MO029B,"Rituximab +  Cyclophosphamide +  Doxorubicin + Prednsiolone Rituximab 375mg/m2 Cyclophosphamide 750  mg/m2 Doxorubicin 50mg/m2 Vincristine 1.4 mg/m2 on Day1 Prednisolone 100 mg Day 1-5 Total 6 cycles, repeat 21 days","27,000",NA,NA,"27,000"
344,MO,Medical Oncology,MO030,CT for High - Grade NHL - B  Cell,MO030A,4 C Rituxmab + Dexamethasone +  High Dose Cytarabine +  Cisplatin Rituximab 375mg/m2 Day 1 Cytarabine 2g/m2 BD on day 2 Dexamethasone 40 mg Day 1 -  isplatin 75mg/m2 or  Carboplatin AUC-5 on day 1 Cycle to be repeated every  21days,"34,900",NA,NA,"34,900"
345,MO,Medical Oncology,MO031,CT for Relapsed B - Cell NHL -  High Grade (Except Burkitt's & PCNSL),MO031A,4 C GDP - R Rituximab 375mg/m2 Day 1 Gemcitabine 1000mg/m2 on  day 1 and 8 Dexamethasone 40 mg Day 1 -  isplatin 75mg/m2 on day 1 Cycle to be repeated every  21days Total- 6 cycles,"35,300",NA,NA,"35,300"
346,MO,Medical Oncology,MO031,CT for Relapsed B - Cell NHL -  High Grade (Except Burkitt's & PCNSL),MO031B,3 M ICE - R Rituximab 375mg/m2 Ifosfamide 1.66g/m2 on day 1 -  esna 1.66g/m2 day 1 - 3 Carboplatin AUC 5 on day 1 Etoposide 100mg/m2 on day 1  - 3 Cycle every 21days for 6  cycles,"31,900",NA,NA,"31,900"
347,MO,Medical Oncology,MO032,CT for PMBCL / Burkitt's  Lymphoma / Seropositive  B - Cell NHLR,MO032A,4 C Etoposide + Prednsiolone +  Vincristine +  Cyclophosphamide +  Doxorubicin Rituximab 375mg/m2 Day 1 Etoposide 50mg/m2 VCR 0.4mg/m2 Doxorubicin 10mg/m2 Day1 -  yclophosphamide 750mg/m2  on day 5 Prednisolone 100 mg  day 1-5 Every 21 days Dose adjustment each cycle  depending on nadir counts,"31,700",NA,NA,"31,700"
348,MO,Medical Oncology,MO033,CT for Burkitt's NHL,MO033A,Codox - M - IVAC / GMALL /  BFM / Hyper CVAD,"34,500",NA,NA,"34,500"
349,MO,Medical Oncology,MO034,CT for Low Grade B - Cell  NHL,MO034A,"Bendamustine + Rituximab Bendamustine 90mg/m2 on  day 1, 2 Rituximab 375mg/m2 on day 1 Repeat every 28 days, Total 6  cycles","30,700",NA,NA,"30,700"
350,MO,Medical Oncology,MO034,CT for Low Grade B - Cell  NHL,MO034B,"Lenalidomide + Rituximab Rituximab 375mg/m2 Day 1 Lenlidomide 25 mg D1-28, for  8 cycles","27,500",NA,NA,"27,500"
351,MO,Medical Oncology,MO035,CT for Low Grade NHL,MO035A,Rituximab Rituximab 375mg/m2 per  week for 6 weeks,"24,800",NA,NA,"24,800"
352,MO,Medical Oncology,MO035,CT for Low Grade NHL,MO035B,5 R Rituximab +  Cyclophosphamide +  Vincristine + Prednisolone Rituximab 375 mg/m2 Cyclophosphamide 750mg/m2 Vincristine 1.4mg/m2 Day 1 Prednisolone 100 mg Day 1 -  epeat every 21days. Total 6  cycles,"25,800",NA,NA,"25,800"
353,MO,Medical Oncology,MO036,CT for Chronic Lymphocytic  Leukemia,MO036A,Fludarabine +  Cyclophosphamide Fludarabine 25mg/m2 D1-3 Cyclophosphamide 250  mg/m2 D1-3 every 28 days for  6 cycles,"18,100",NA,NA,"18,100"
354,MO,Medical Oncology,MO036,CT for Chronic Lymphocytic  Leukemia,MO036B,Rituxmab + Chlorambucil Rituximab 375mg/m2 Day 1 Chlorambucil 10 mg/m2 D1-7 Repeat every 28 days for 12  cycles,"24,900",NA,NA,"24,900"
355,MO,Medical Oncology,MO036,CT for Chronic Lymphocytic  Leukemia,MO036C,Rituximab + Fludarabine +  Cyclophosphamide Rituximab 375mg/m2 on day 1 Fludarabine 25mg/m2 D1 - 3 Cyclophosphamide 250  mg/m2 D1 - 3 Every 28 days for 6 cycles,"40,700",NA,NA,"40,700"
356,MO,Medical Oncology,MO036,CT for Chronic Lymphocytic  Leukemia,MO036D,Lenalidomide lenalidomide-10-25 mg/day  day 1 to 21 every 28 days,"4,800",NA,NA,"4,800"
357,MO,Medical Oncology,MO037,CT for Peripheral T - Cell  Lymphoma,MO037A,CHOEP Cyclophosphamide 750mg/m2  D1 Vincristine 1.4mg/m2 D1 Adriamycin 50 mg/m2 D1 Etoposide 100mg/m2 D1-3 Prednisolone 100 mg D1-5 Every 21days. Total 6 cycles,"5,000",NA,NA,"5,000"
358,MO,Medical Oncology,MO037,CT for Peripheral T - Cell  Lymphoma,MO037B,CHOP Cyclophosphamide 750mg/m2  D1 Vincristine 1.4mg/m2 D1 Adriamycin 50 mg/m2 D1 Prednisolone 100 mg D1-5 Every 21days. Total 6 cycles,"4,000",NA,NA,"4,000"
359,MO,Medical Oncology,MO037,CT for Peripheral T - Cell  Lymphoma,MO037C,"SMILE Methotrexate 2gm/m2 D1 Ifosfamide 1500mg/m2 D2-4 Etoposide 100mg/m2 D2-4 L-asparginase 6000U/m2  D8,10,12,14,16,18,20 Dexamethasone 40mg D1-4  every 28 days","19,300",NA,NA,"19,300"
360,MO,Medical Oncology,MO038,CT for NK - T Cell Lymphoma,MO038A,7 R GELOX Gemcitabine 1000mg/m2 D1  and D8 Oxaliplatin 130mg/m2 D1 L- asparginase 6000 U/m2 D1- epeat every 21 days,"18,900",NA,NA,"18,900"
361,MO,Medical Oncology,MO038,CT for NK - T Cell Lymphoma,MO038B,LVP L-asparginase 6000U/m2 D1-5 Vincristine 1.4mg/m2 D1 Prednisolone 100mg D1-5 Repeat every 21 days,"7,600",NA,NA,"7,600"
362,MO,Medical Oncology,MO039,CT for Hodgkin's Lymphoma,MO039A,"COPP Cyclophosphamide 650mg/m2  D1, 8 Vincristine 1.4mg/m2 D1, 8 Procarbazine 100 mg/m2 D1- 14 Prednisolone 40mg/m2 D1-14 Every 28days. Total 6 - 8  cycles","3,600",NA,NA,"3,600"
