,Sentences,Filename
765,"50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN010 Excision of Brain Abscess SN010A Excision of Brain Abscess 36,000 NA NA 36,000 Regular Procedure SN Neurosurgery SN011 Abscess",Sheet-1-J.pdf
766,"Tapping 20,000 Single - 20000 Multiple - 30000 NA Single - 20000 Multiple - 30000 Regular Procedure SN Neurosurgery SN012 Epilepsy Surgery SN012A Epilepsy Surgery 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN013 Brain Biopsy SN013A Brain Biopsy 15,000 NA NA 15,000 Regular Procedure SN Neurosurgery SN014 Excision of Orbital Tumour SN014A Excision of Orbital Tumour 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery SN015 Excision of Brain Tumor Supratentorial SN015A",Sheet-1-J.pdf
767,"Parasagital 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN015 Excision of Brain Tumor Supratentorial SN015B Basal 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN015 Excision of Brain Tumor Supratentorial SN015C",Sheet-1-J.pdf
768,"Brainstem 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN015 Excision of Brain Tumor Supratentorial SN015D C P Angle 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN015 Excision of Brain Tumor Supratentorial SN015E Supratentorial & others 55,000 NA NA 55,000 Regular Procedure SN Neurosurgery SN016 Stereotactic Lesioning SN016A Stereotactic Lesioning 60,000 NA NA 60,000 Regular Procedure SN",Sheet-1-J.pdf
769,"Neurosurgery SN017 Trans Sphenoidal Surgery SN017A Trans Sphenoidal Surgery 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN018 Trans oral Surgery SN018A Trans oral Surgery 40,000 NA NA 40,000 Regular Procedure SN",Sheet-1-J.pdf
770,"SN019A Transoral surgery (Anterior) and CV Junction (Posterior Sterilisation) 55,000 NA Implant for ""Transoral surgery (Anterior) and CV Junction (Posterior Sterlization)"" - To be decided by SHA 55000 + Implant Price Regular Procedure SN Neurosurgery SN020 External Ventricular Drainage (EVD) including antibiotics SN020A External Ventricular Drainage (EVD) including antibiotics 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN021 Ventricular Puncture SN021A Ventricular Puncture 15,000 NA NA 15,000 Regular Procedure SN Neurosurgery SN022 Shunt Surgery SN022A",Sheet-1-J.pdf
771,"Ventriculo - peritoneal 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN022 Shunt Surgery SN022B Ventriculo - pleural 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN022 Shunt Surgery SN022C Ventriculo - atrial 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN022 Shunt Surgery SN022D Theco - peritoneal 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN023 Aneurysm Clipping including angiogram SN023A Aneurysm Clipping including angiogram 50,000 NA Clip for Aneurysm (3) - 15000 95,000 Regular Procedure SN Neurosurgery SN024 Superficial Temporal Artery (STA): middle cerebral artery (MCA) or (other EC - IC)",Sheet-1-J.pdf
772,"Bypass procedure 60,000 NA NA 60,000 Regular Procedure SN Neurosurgery SN025 Arterio venous malformation (AVM) excision SN025A Intracranial 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN025 Arterio venous malformation (AVM) excision SN025B Intraspinal 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN025 Arterio venous malformation (AVM) excision SN025C Scalp 25,000 NA NA 25,000 Regular Procedure SN Neurosurgery SN026 Foramen Magnum Decompression SN026A Foramen Magnum Decompression 45,000 NA NA 63,300 Regular Procedure SN Neurosurgery SN027 Skull Traction SN027A Skull Traction 8,000 NA NA 8,000 Regular Procedure SN",Sheet-1-J.pdf
773,"SN028 Posterior Cervical Discetomy without implant SN028A Posterior Cervical Discetomy without implant 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN029 Posterior Cervical Fusion with implant (Lateral mass fixation)",Sheet-1-J.pdf
774,"50,000 NA Implant for ""Posterior Cervical Fusion with implant (Lateral mass fixation)""",Sheet-1-J.pdf
775,"50,000 Regular Procedure SN Neurosurgery SN030 Cervical Disc Multiple level without Fusion SN030A Cervical Disc Multiple level without Fusion 40,000 NA NA 40,000 Regular Procedure Page 40 2431659/2021/555444 376 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label SN Neurosurgery SN031 Excision of Cervical Ribs SN031A Excision of Cervical Ribs 20,000 Single - 20000 Multiple - 30000 NA Single - 20000 Multiple - 30000 Regular Procedure SN Neurosurgery, Orthopedics SN032 Thoracic / Lumbar Corpectomy with fusion SN032A Thoracic Corpectomy with fusion 60,000 NA Implant for ""Thoracic Corpectomy with fusion"" 60,000 Regular Procedure SN Neurosurgery, Orthopedics SN032 Thoracic / Lumbar Corpectomy with fusion SN032B Lumbar Corpectomy with fusion 60,000 NA Implant for ""Lumbar Corpectomy with fusion"" 60,000 Regular Procedure SN Neurosurgery SN033 Lumbar Discectomy SN033A Lumbar Discectomy 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery, Orthopedics SN034 Laminectomy SN034A Laminectomy with Fusion 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery, Orthopedics SN034 Laminectomy SN034B Laminectomy with Fusion and fixation 40,000 NA Implant for Laminectomy with Fusion and fixation - 10000 50,000 Regular Procedure SN Neurosurgery SN035 Neurectomy SN035A Neurectomy 16,000 NA NA 16,000 Regular Procedure SN Neurosurgery, ENT, Oral & Maxillofacial Surgery SN035 Neurectomy SN035B Neurectomy - Trigeminal 16,500",Sheet-1-J.pdf
776,"NA NA 16,500 Regular Procedure SN Neurosurgery SN036 Micro discectomy SN036A",Sheet-1-J.pdf
777,"Cervical 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery SN036 Micro discectomy SN036B Lumbar 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery SN037 Surgery for Spinal Canal Stenosis SN037A",Sheet-1-J.pdf
778,"Surgery for Spinal Canal Stenosis 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery, Orthopedics SN038 Spine - Decompression & Fusion SN038A Spine - Decompression & Fusion 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery, Orthopedics SN038 Spine - Decompression & Fusion SN038B Spine - Decompression & Fusion with fixation 40,000 NA Implant for Spine - Decompression & Fusion with fixation - 10000 50,000 Regular Procedure SN Neurosurgery SN039 Spine - Extradural Haematoma SN039A Spine - Extradural Haematoma 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN039 Spine - Extradural Haematoma SN039B Spine - Extradural Haematoma with fixation 30,000 NA Implant for Spine - Extradural Haematoma with fixation - 10000 40,000 Regular Procedure SN Neurosurgery SN040 Spine - Intradural Haematoma SN040A Spine - Intradural Haematoma 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery SN040 Spine - Intradural Haematoma SN040B Spine - Intradural Haematoma with fixation 40,000 NA Implant for Spine - Intradural Haematoma with fixation - 10000 50,000 Regular Procedure SN Neurosurgery SN041 Spine - Extradural Tumour SN041A Spine - Extradural Tumour 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN041 Spine - Extradural Tumour SN041B Spine - Extradural Tumour with fixation 30,000 NA Implant for Spine - Extradural Tumour with fixation - 10000 40,000 Regular Procedure SN Neurosurgery SN042 Spine - Intradural Tumour",Sheet-1-J.pdf
779,"SN042A Spine - Intradural Tumour 40,000 NA NA 40,000 Regular Procedure SN Neurosurgery SN042 Spine - Intradural Tumour SN042B Spine - Intradural Tumour with fixation 40,000 NA Implant for Spine - Intradural Tumour with fixation - 10000 50,000 Regular Procedure SN Neurosurgery SN043 Spine - Intramedullar Tumour SN043A Spine - Intramedullar Tumour 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN043 Spine - Intramedullar Tumour SN043B Spine - Intramedullar Tumour with fixation 50,000 NA Implant for Spine - Intramedullar Tumour with fixation - 10000 60,000 Regular Procedure SN Neurosurgery SN044 R. F. Lesioning for Trigeminal Neuralgia SN044A R. F. Lesioning for Trigeminal Neuralgia 16,500 NA NA 16,500 Regular Procedure SN Neurosurgery SN045 Brachial Plexus – Repair SN045A Brachial Plexus – Repair 27,000 NA NA 27,000 Regular Procedure SN Neurosurgery, Orthopedics SN046 Carpal Tunnel Release SN046A Carpal Tunnel Release 10,000 NA NA 13,500 Regular Procedure SN Neurosurgery SN047 Nerve Decompression SN047A Nerve Decompression 16,000 NA NA 16,000 Regular Procedure SN",Sheet-1-J.pdf
780,"Neurosurgery SN048 Cranial Nerve Anastomosis SN048A Cranial Nerve Anastomosis 32,000 NA NA 32,000 Regular Procedure SN",Sheet-1-J.pdf
781,"SN049 Peripheral Nerve Surgery SN049A Minor 15,000 NA NA 15,000 Regular Procedure SN Neurosurgery SN049 Peripheral Nerve Surgery",Sheet-1-J.pdf
782,"Major 30,000 NA NA 30,000 Regular Procedure SN Neurosurgery SN050 Nerve Biopsy excluding Hensens SN050A Nerve Biopsy excluding Hensens 7,000 NA NA 7,000 Regular Procedure SN Neurosurgery SN051 Muscle Biopsy with report SN051A Muscle Biopsy with report 7,000 NA NA 7,000 Regular Procedure SN Neurosurgery SN052 Anterior Encephalocele SN052A Anterior Encephalocele 50,000 NA NA 50,000 Regular Procedure SN Neurosurgery SN053",Sheet-1-J.pdf
783,"Spina Bifida Surgery 36,000 NA NA 36,000 Regular Procedure SN",Sheet-1-J.pdf
784,"Gamma Knife radiosurgery (GKRS) / SRS for tumours / Arteriovenous malformation (AVM) 75,000 NA NA 75,000 Regular Procedure SN Neurosurgery SN056 Chronic SDH / EDH SN056A Craniotomy 80,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN057",Sheet-1-J.pdf
785,"For Sacrolitis 5,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN059 R. F. Lesioning SN059B For Spine spondolosis 5,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN059 R. F. Lesioning SN059C",Sheet-1-J.pdf
786,"For Tendinitis 5,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN059 R. F. Lesioning SN059D For Degeneration of joints on arthritis 5,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN060 Discectomy - Dorsal SN060A Discectomy - Dorsal 30,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN061 Diagnostic Cerebral / Spinal Angiography (DSA - Digital Substraction Angiography)",Sheet-1-J.pdf
787,"12,000",Sheet-1-J.pdf
788,"TBF TBF TBF Regular Procedure SN Neurosurgery SN062 Reexploration for Cranial / Spinal surgeries SN062A Reexploration for Cranial / Spinal surgeries 25,000 TBF TBF TBF Regular Procedure SN Neurosurgery SN063 Conservative management of high cervical injury SN063A Complex spine injury 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000",Sheet-1-J.pdf
789,"TBF Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure ST Polytrauma SN063 Conservative management of high cervical injury SN063B Moderate head injury 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 TBF Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure SN Neurosurgery SN063 Conservative management of high cervical injury SN063C Severe head injury 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 TBF Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure ST Polytrauma SN063 Conservative management of high cervical injury SN063D Simple head injury 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 TBF Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure SN Neurosurgery SN063 Conservative management of high cervical injury SN063E Simple spine injury 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 TBF Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure SO Obstetrics & Gynecology SO001 Lap.",Sheet-1-J.pdf
790,"Salpingo-oophrectomy 14,000 NA NA 16,900 Regular Procedure SO Obstetrics & Gynecology, Surgical Oncology, Pediatric Surgery SO002 Laparotomy and proceed for Ovarian Cancers.",Sheet-1-J.pdf
791,"Omentomy with Bilateral Salpingo-oophorectomy 38,000 NA NA 38,000 Regular Procedure Page 41 2431659/2021/555444 377 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label SO Obstetrics & Gynecology SO003 Laparoscopic tubal surgeries (for any indication including ectopic pregnancy) SO003A Laparoscopic tubal surgeries (for any indication including ectopic pregnancy) 13,900 NA NA 13,900 Regular Procedure SO Obstetrics & Gynecology SO004 Procedure on Fallopian Tube for establishing Tubal Patency SO004A Procedure on Fallopian Tube for establishing Tubal Patency 11,600 NA NA 11,600 Regular Procedure SO Obstetrics & Gynecology SO005 Laparotomy for broad ligament haematoma SO005A Laparotomy for broad ligament haematoma 16,000 NA NA 16,000 Regular Procedure SO Obstetrics & Gynecology SO006 Abdominal Myomectomy SO006A",Sheet-1-J.pdf
792,"Abdominal Myomectomy 20,000 NA NA 20,000 Regular Procedure",Sheet-1-J.pdf
793,"SO007A Hysteroscopic myomectomies 9,900 NA NA 9,900 Regular Procedure SO Obstetrics & Gynecology SO008 Polypectomy SO008A Polypectomy 1,500 NA NA 1,500 Regular Procedure SO Obstetrics & Gynecology SO009 Hysteroscopic polypectomy SO009A",Sheet-1-J.pdf
794,"Hysteroscopic polypectomy 7,200 NA NA 7,200 Regular Procedure SO Obstetrics & Gynecology, Surgical Oncology SO010 Hysterectomy SO010A Abdominal Hysterectomy 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology, Surgical Oncology SO010 Hysterectomy SO010B Abdominal Hysterectomy + Salpingo- oophorectomy 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology SO010 Hysterectomy SO010C Non descent vaginal hysterectomy 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology SO010 Hysterectomy SO010D Vaginal hysterectomy with anterior and posterior colpoperineorrhaphy 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology, Pediatric Surgery SO010 Hysterectomy SO010E Laparoscopic hysterectomy (TLH) 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology, Pediatric Surgery SO010 Hysterectomy SO010F Laparoscopically assisted vaginal hysterectomy (LAVH) 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology SO011 Caesarean hysterectomy SO011A",Sheet-1-J.pdf
795,"Caesarean hysterectomy 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology SO012 Manchester Repair SO012A Manchester Repair 15,000 NA NA 15,000 Regular Procedure SO Obstetrics & Gynecology SO013 Surgeries for Prolapse - Sling Surgeries SO013A Surgeries for Prolapse - Sling Surgeries 28,900 NA Sling - 5000 33,900 Regular Procedure SO Obstetrics & Gynecology SO014 Hysterotomy SO014A Hysterotomy 5,000 NA NA 5,000 Regular Procedure SO Obstetrics & Gynecology SO015 Lap.",Sheet-1-J.pdf
796,"Surgery for Endometriosis (Other than Hysterectomy) 11,200 NA NA 11,200 Regular Procedure SO Obstetrics & Gynecology SO016 Diagnostic hysteroscopy SO016A With biopsy 6,000 NA NA 6,400 Regular Procedure SO Obstetrics & Gynecology SO016 Diagnostic hysteroscopy SO016B Without biopsy 6,000 NA NA 6,400 Regular Procedure SO Obstetrics & Gynecology SO017 Hysteroscopic IUCD removal",Sheet-1-J.pdf
797,"SO017A Hysteroscopic IUCD removal 4,700 NA NA 6,000 Regular Procedure SO Obstetrics & Gynecology SO018 D&C (Dilatation&curretage)",Sheet-1-J.pdf
798,"D&C (Dilatation&curretage) 3,000",Sheet-1-J.pdf
799,"NA NA 18,800 Regular Procedure SO Obstetrics & Gynecology SO019 Dilation and Evacuation (D&E) SO019A Dilation and Evacuation (D&E) 5,000 NA NA 5,000 Regular Procedure SO Obstetrics & Gynecology SO020 Pyometra drainage SO020A Pyometra drainage 5,000 NA NA 5,000 Regular Procedure SO Obstetrics & Gynecology SO021 Intrauterine transfusions SO021A",Sheet-1-J.pdf
800,"Intrauterine transfusions 11,000 NA NA 14,200 Regular Procedure SO Obstetrics & Gynecology SO022 Hysteroscopic adhesiolysis SO022A",Sheet-1-J.pdf
801,"Hysteroscopic adhesiolysis 6,900 NA NA 6,900 Regular Procedure SO Obstetrics & Gynecology SO023 Laparoscopic adhesiolysis",Sheet-1-J.pdf
802,"SO023A Laparoscopic adhesiolysis 6,000 NA NA 6,000 Stand Alone Procedure SO Obstetrics & Gynecology SO024 Trans - vaginal tape / Trans-obturator tape SO024A Trans-vaginal tape 15,200 NA Tension free Vaginal Tape 15,200 Regular Procedure SO Obstetrics & Gynecology SO024 Trans - vaginal tape / Trans-obturator tape SO024B Trans-obturator tape 15,200 NA Trans Obturator Tape 15,200 Regular Procedure SO Obstetrics & Gynecology,",Sheet-1-J.pdf
803,"Urology SO025 Sacrocolpopexy (Abdominal) SO025A Open 23,900 NA Mesh - 15 X 15 - 5000 28,900 Regular Procedure SO Obstetrics & Gynecology, Urology SO025 Sacrocolpopexy (Abdominal) SO025B",Sheet-1-J.pdf
804,"23,900 NA Mesh - 15 X 15 - 5000 28,900 Regular Procedure SO Obstetrics & Gynecology SO026 LLETZ (including PAP smear and colposcopy) SO026A",Sheet-1-J.pdf
805,"LLETZ (including PAP smear and colposcopy) 9,900 NA NA 9,900 Regular Procedure SO Obstetrics & Gynecology SO027 Vaginal Sacrospinus fixation with repair SO027A",Sheet-1-J.pdf
806,"Vaginal Sacrospinus fixation with repair 15,000 NA NA 15,000 Regular Procedure SO Obstetrics & Gynecology SO028 Excision of Vaginal Septum (vaginal route)",Sheet-1-J.pdf
807,"SO028A Excision of Vaginal Septum (vaginal route) 14,500 NA NA 14,500 Regular Procedure SO Obstetrics & Gynecology, Pediatric Surgery SO029 Hymenectomy for imperforate hymen SO029A Hymenectomy for imperforate hymen 3,000 NA NA 3,000 Regular Procedure",Sheet-1-J.pdf
808,"Obstetrics & Gynecology SO030 Anterior & Posterior Colpoperineorrhapy SO030A Anterior & Posterior Colpoperineorrhapy 8,000 NA NA 8,000 Regular Procedure SO Obstetrics & Gynecology SO031 Vaginoplasty (McIndoe procedure)",Sheet-1-J.pdf
809,"SO031A Vaginoplasty (McIndoe procedure) 11,000 NA NA 13,500 Regular Procedure SO Obstetrics & Gynecology, Urology SO032 Vaginal repair for vesico-vaginal fistula SO032A Vaginal repair for vesico-vaginal fistula 34,000 NA NA 34,000 Regular Procedure SO Obstetrics & Gynecology, Pediatric Surgery SO033 Rectovaginal fistula repair SO033A Rectovaginal fistula repair 24,000 NA NA 24,000 Regular Procedure SO Obstetrics & Gynecology SO034 Vulval Hamatoma drainage SO034A Vulval Hamatoma drainage 3,000 NA NA 3,000 Regular Procedure SO Obstetrics & Gynecology, Surgical Oncology SO035 Vulvectomy simple SO035A",Sheet-1-J.pdf
810,"Vulvectomy simple 15,000 NA NA 15,000 Regular Procedure SO Obstetrics & Gynecology, Surgical Oncology SO036 Radical Vulvectomy with Inguinal and Pelvic lymph node disection SO036A",Sheet-1-J.pdf
811,"Radical Vulvectomy with Inguinal and Pelvic lymph node disection 38,500 NA NA 38,500 Regular Procedure SO Obstetrics & Gynecology SO037 Abdomino Perineal repair for Mullerian Anomaly SO037A Abdomino Perineal repair for Mullerian Anomaly 20,000 NA NA 20,000 Regular Procedure SO Obstetrics & Gynecology SO038 Pelvic Abscess Management including Colpotomy SO038A Pelvic Abscess Management including Colpotomy 1,200 NA NA 3,100 Regular Procedure SO Obstetrics & Gynecology, Pediatric Surgery, Surgical Oncology SO039 Diagnostic / Staging laparoscopy SO039A Diagnostic / Staging laparoscopy 9,700 NA NA 9,700 Regular Procedure SO Obstetrics & Gynecology SO040 Laparotomy for benign disorders SO040A",Sheet-1-J.pdf
812,"Ectopic 14,000 NA NA 14,000 Regular Procedure SO Obstetrics & Gynecology SO040 Laparotomy for benign disorders SO040B PID 14,000 NA NA 14,000 Regular Procedure SO Obstetrics & Gynecology SO041 Laparoscopic cystectomy SO041A Laparoscopic cystectomy 15,000 NA NA 24,600 Regular Procedure SO Obstetrics & Gynecology SO042 Cystocele - Anterior repair SO042A Cystocele - Anterior repair 6,000 NA NA 6,000 Regular Procedure SO Obstetrics & Gynecology SO043 Burch SO043A",Sheet-1-J.pdf
813,"Abdominal 30,000 NA NA 30,000 Regular Procedure SO Obstetrics & Gynecology SO043 Burch SO043B Laparoscopic 30,000 NA NA 30,000 Regular Procedure SO Obstetrics & Gynecology SO044 Electro Cauterisation / Cryo Surgery SO044A Electro Cauterisation / Cryo Surgery 4,000 NA NA 4,000 Regular Procedure",Sheet-1-J.pdf
814,"2,000 NA NA 2,000 Regular Procedure SO Obstetrics & Gynecology SO046 Hospitalisation for Antenatal Complications SO046A Hospitalisation for Antenatal Complications 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 NA Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure SO Obstetrics & Gynecology SO047",Sheet-1-J.pdf
815,"Amniocentesis 14,500 NA NA 14,500 Regular Procedure SO Obstetrics & Gynecology SO048 Chorionic villus sampling SO048A Chorionic villus sampling 14,500 NA NA 14,500 Regular Procedure SO Obstetrics & Gynecology SO049 Cordocentesis SO049A Cordocentesis 14,500 NA NA 14,500 Regular Procedure SO Obstetrics & Gynecology SO050 McDonald's stitch SO050A McDonald's stitch 4,000 NA NA 8,800 Regular Procedure SO Obstetrics & Gynecology SO051 Shirodkar's stitch SO051A Shirodkar's stitch 4,000 NA NA 4,000 Regular Procedure Page 42 2431659/2021/555444 378 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label SO Obstetrics & Gynecology SO052 Medical management of ectopic pregnancy SO052A Medical management of ectopic pregnancy 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 NA Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure SO Obstetrics & Gynecology SO053 Medical Termination of Pregnancy SO053A MTP upto 8 weeks 3,500 NA NA 3,500 Regular Procedure",Sheet-1-J.pdf
816,"SO Obstetrics & Gynecology SO053 Medical Termination of Pregnancy SO053B MTP 8 to 12 weeks 5,000 NA NA 5,000 Regular Procedure SO Obstetrics & Gynecology SO053 Medical Termination of Pregnancy",Sheet-1-J.pdf
817,"SO053C MTP > 12 weeks 6,500 NA NA 6,500 Regular Procedure SO Obstetrics & Gynecology SO054 High risk delivery SO054A Pre-mature delivery 11,500 NA NA 11,500 Regular Procedure",Sheet-1-J.pdf
818,"Obstetrics & Gynecology SO054 High risk delivery SO054B Mothers with eclampsia / imminent eclampsia / severe pre-eclampsia 11,500 NA NA 11,500 Regular Procedure SO Obstetrics & Gynecology SO054 High risk delivery SO054C Major Fetal malformation requiring intervention immediately after birth 11,500 NA NA 11,500 Regular Procedure",Sheet-1-J.pdf
819,"Obstetrics & Gynecology SO054 High risk delivery SO054D Mothers with severe anaemia (<7 g/dL) 11,500 NA NA 11,500 Regular Procedure SO Obstetrics & Gynecology SO054 High risk delivery SO054E Other maternal and fetal conditions as per guidelines-eg previous caesarean section, diabetes, severe growth retardation, etc that qualify for high risk delivery.",Sheet-1-J.pdf
820,"11,500 NA NA 11,500 Regular Procedure SO Obstetrics & Gynecology SO055 Manual removal of placenta SO055A Manual removal of placenta 8,500 NA NA 8,500 Regular Procedure",Sheet-1-J.pdf
821,"Obstetrics & Gynecology SO056 Secondary suturing of episiotomy SO056A Secondary suturing of episiotomy 2,500 NA NA 2,500 Regular Procedure SO Obstetrics & Gynecology SO057 Caesarean Delivery SO057A Caesarean Delivery 11,500 NA NA 11,500 Regular Procedure",Sheet-1-J.pdf
822,"Obstetrics & Gynecology SO058 Re exploration after laparotomy / Caesarean Section SO058A Re exploration after Caesarean Section 14,000 NA NA 14,000 Regular Procedure SO Obstetrics & Gynecology SO058 Re exploration after laparotomy / Caesarean Section SO058B",Sheet-1-J.pdf
823,"Re exploration after laparotomy 14,000 NA NA 14,000 Regular Procedure SO Obstetrics & Gynecology SO059 Vulvo vaginal cyst enucleation / drainage SO059A Vulvo vaginal cyst enucleation 4,700 NA NA 4,700 Regular Procedure SO Obstetrics & Gynecology SO059 Vulvo vaginal cyst enucleation / drainage SO059B Vulvo vaginal cyst drainage 4,700 NA NA 4,700 Regular Procedure SO",Sheet-1-J.pdf
824,"Obstetrics & Gynecology SO060 Ovariotomy - Lap / Open SO060A Open 10,000 TBF TBF TBF Regular Procedure SO Obstetrics & Gynecology SO060 Ovariotomy - Lap / Open SO060B Laparoscopic 10,000 TBF TBF TBF Regular Procedure SP Plastic & Reconstructive Surgery SP001 Pressure Sore – Surgery SP001A Pressure Sore – Surgery 30,000 NA NA 30,000",Sheet-1-J.pdf
825,"Regular Procedure SP Plastic & Reconstructive Surgery SP002 Diabetic Foot – Surgery SP002A Diabetic Foot – Surgery 30,000 NA NA 30,000 Regular Procedure SP Plastic & Reconstructive Surgery SP003 Revascularization of limb / digit SP003A Revascularization of limb / digit 25,000 NA NA 25,000 Regular Procedure SP Plastic & Reconstructive Surgery SP004 Ear Pinna Reconstruction with costal cartilage / Prosthesis (including the cost of prosthesis / implants)",Sheet-1-J.pdf
826,"Ear Pinna Reconstruction with costal cartilage / Prosthesis (including the cost of prosthesis / implants) 30,000 NA Prosthesis for Ear Pinna Reconstruction 30,000 Regular Procedure SP Plastic & Reconstructive Surgery SP005 Scalp avulsion reconstruction",Sheet-1-J.pdf
827,"SP005A Scalp avulsion reconstruction 50,000 NA NA 50,000 Regular Procedure SP Plastic & Reconstructive Surgery SP006 Tissue Expander for disfigurement following burns / trauma / congenital deformity (including cost of expander / implant) SP006A",Sheet-1-J.pdf
828,"Tissue Expander for disfigurement following burns 50,000 NA Tissue Expander / Implant for disfigurement following burns / trauma / congenital deformity 50,000 Regular Procedure SP Plastic & Reconstructive Surgery SP006 Tissue Expander for disfigurement following burns / trauma / congenital deformity (including cost of expander / implant)",Sheet-1-J.pdf
829,"SP006B Tissue Expander for disfigurement following trauma 50,000 NA Tissue",Sheet-1-J.pdf
830,"Expander / Implant for disfigurement following burns / trauma / congenital deformity 50,000 Regular Procedure SP Plastic & Reconstructive Surgery SP006 Tissue Expander for disfigurement following burns / trauma / congenital deformity (including cost of expander / implant) SP006C",Sheet-1-J.pdf
831,"Tissue Expander for disfigurement following congenital deformity 50,000 NA Tissue Expander / Implant for disfigurement following burns / trauma / congenital deformity 50,000 Regular Procedure SP Plastic & Reconstructive Surgery",Sheet-1-J.pdf
832,"SP007 Hemangioma SP007A Sclerotherapy under GA 35,000 NA NA 35,000 Regular Procedure SP Plastic & Reconstructive Surgery",Sheet-1-J.pdf
833,"Debulking 35,000 NA NA 35,000 Regular Procedure SP Plastic & Reconstructive Surgery SP007 Hemangioma SP007C Excision 35,000 NA NA 35,000 Regular Procedure SP Plastic & Reconstructive Surgery SP008 NPWT SP008A NPWT 2,000",Sheet-1-J.pdf
